UTTERANCES,actor.gender,gr.amount,movie.country,movie.directed_by,movie.estimated_budget,movie.genre,movie.gross_revenue,movie.initial_release_date,movie.language,movie.locations,movie.music,movie.produced_by,movie.production_companies,movie.rating,movie.starring.actor,movie.starring.character,movie.subjects,none,person.date_of_birth
what was the first movie steven spielberg directed,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
when was top gun released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
see zombie movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
show me other movies produced by james cameron,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
what are the names of movies made in the united states,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
english movie list,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
how much did it cost to make jurassic park,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who else directs zombie movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
can you list movies in french,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rocky director,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
give me anything directed by robert wise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ticket sales for the movie avengers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
what genre is calendar girls in,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
find the female actress from the movie she's the man,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find ron howard new movie,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
who directed gone with the wind,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who was the female lead in resident evil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me detailed information about the movie in july,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show information for the movie house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who made hitch,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
budget request for my big fat greek wedding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find movies from new zealand,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who directed finding nemo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what was top gun's budget,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
search for movies in italian,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find movie info kristenn stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
watch century fox movies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what movies have christian bale played in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me all films produced by warner bros.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
show me movies made in america,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me movies rated pg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
find all rated pg-13 movies with eddie murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
how many woody allen movies starred diane keaton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what kind of movie is grease,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
show me all pg movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i want to find movies rated r,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
is this a foreign film,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what is the plot of vulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
list brad pitt movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
look up what language the chaser is in,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find all new releases that are rated g,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
when can the help be released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
find the director of mask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how much money did avatar make,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
what genre is rambo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what movies were directed by woody allen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what did tom hanks produces,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
budget for the hulk,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list hitchcock movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what movies are rated pg thirteen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
company that produced the avengers,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
which movies are based on zombies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
show me the cast and crew for finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who was in life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what movies has spielberg been a producer on,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
who was the tin man in wizard of oz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
i want to know the director of finding nemo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what movies has clive owen starred in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what is full name of star wars iv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who are the lead actors in life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show spielberg movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
will ferrell been in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i need to know who produced the movie avatar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show movies in german,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what is the parental rating on this movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who directed hard days night,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what age is appropriate to watch marley and me,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who was mirror s producer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me the page about house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what other movies die charles vidor direct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what restrictions does the campaign film have for viewers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
when was the movie title little women released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
give me a list of will ferrell films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
korean movie,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
show me the dirty dancing movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i need to get every possible information related with the movie dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show zombie movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i would like to find movies starring the singer mario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find a list of directors and their movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
was what tom cruise's first movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
what genre is the hangover,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
karate kid release date,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
which productions are from stephen spilberg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me the cast and list for dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
star of troy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i want to watch a comedy made in hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the movie gilda director,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i need to know the names of all the movies produced by william packer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
give me more facts about the cast and crew of the movie apollo thirteen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what is the genre for movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
which country is this movie from,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can you show me names of some indian romantic movies,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
i want to view movies that are rated r,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
can you tell me the genre for 1000 words,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
who was the co-star in shoot to kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
can you please search for movies by steven spielberg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me movies directed by sergio leone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
about life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
how will i know when the movie gone with the wind will be released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
who stared in i love lucy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find sandra bullock's latest movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
hitch crew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
when did lionsgate start making movies,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
find movies from japan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can i see what the lion king's budget was,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how much did the movie avatar cost,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed harris films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what movies did matt damon appear in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
how much revenue did titanic make,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
find all details of original finding nemo movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sort in all japanese movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
do you have in movies in german,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
run a search for the campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find me stats about steven spielberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
may i have the date of release for this movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
search director for gilda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what was the budget for old school,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what genre is step up in,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
who was the producer for elizabeth,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
get john cusack movies for me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who made the movie field of dreams possible,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find me info on emma watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who is the director of return,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what movies did tom hanks direct that he also starred in,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
list recent films with actor bruce willis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
search for dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i want to see info about star wars four,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me the actors in captain america,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i would like to see the main page of in july,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who starred in dark knight rising,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what catergory is ted in,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
information on finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
director's profiles: hitchcock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what country did the flowers of war come from,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run a search for finding nemo for me please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what year did the movie grease open,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kristen stewart top movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
is this movie a romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
woody movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me thrillers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
find movies that are rated g,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
movie rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
what actors appeared in the movie hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who stars in in july,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
can i see the cast and crew for house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
list the budget for avatar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
complete cast and crew of apollo thirteen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who was the director of the film finding nemo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who are the main voices in finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i want to see a list of lionsgate movies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i want information about will ferrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
give me movies in spanish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what movies has jj abrams procuced,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
budget for titanic movie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list the actors in forager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find movies in italian,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what did lee unkrich direct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who acts in forager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who were the stars of dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me a list of all movies that were directed by tom hanks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
look up information about tom cruise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who directed finding nemo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movie by dreamworks,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
michelle phifer movie list,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find movies directed by chris columbus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how much did it cost to produce the dark night,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what was kevin james role in hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
show me mystery movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
when is the release date of resident evil: retribution,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i want info on how produced hitch,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
search for horror movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tell me what movies tom hanks star in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
give me a list of r rated movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who was in black swan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kareena's movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me movies from brazil,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want to know more about the movie life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find movies of karan johar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i would like to get some information about the movie star wars:episode four -a new hope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who starred in the parent trap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
when was the amazing spiderman released in the movie theatres,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
find cast and crew for dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
look for the director of hum tum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
look for movies with brad pitt in them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
name of producer for ghost busters,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show director clint eastwood movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list spanish movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
look for french movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
get info on lionsgate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who produced the movie cars,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
search for information about robert wise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
all videos of will ferrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
which movies are originally in a foreign language,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
when did theaters show resident evil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
provide the cost for producing the deer hunter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
producer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
how many movies has tom cruise starred in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me only french foreign films,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what are all of the movies acted in by the actor christian bale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who was in the movie hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
when was the movie vulgaria released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
what language is this film,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
who directed the music in gone with the wind,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
show me hitchcock movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dark knight revenue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
who was the lead actor in the avengers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a showing of movies that are in spanish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
who are the actors in captain america,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
will you show me a list of recent movies rated pg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
who produced cars,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i would like to know the release date of the movie barfi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
what movies does jake gyllenhaal star in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what are the titles of all the movies that george lucas produced,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me zombie movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
find directors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who plays luke on star wars new hope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
show me detailed information about the movie house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what movies have people speaking japanese in them,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find sandra bullock movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
compile a list of movies with a r rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who starred in taxi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lionsgate films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
where can i watch star wars four,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what language is movie in,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
will ferrell history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me cameron diaz movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
where can i find information on finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i am interested in watching a movie in polish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rate r movies for adult enterainment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i want to watch a german movie,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
who directed the movie in july,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me the latest movies in kannada,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i would like to know when the movie step up was released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
look up the release date of resident evil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
movies from russia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list movies with angelina jolie in them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cast and crew of hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who produced this movie,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
what language is black swan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
run a search for star wars four,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i'd like to watch something with drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
find movies produced by steven spielberg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i can't remember the lead guy in the avengers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find me movies with hugh jackman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me comedy movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
movies of karan johar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please find the movies by steven spielberg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
budget for gone with the wind,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
actress in hum tum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find japanese movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
when did jurassic park get released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
find me pg movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i want to see movies directed by michael bay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
look up the producer of freedom writers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me movies in swedish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
can i see what movies steven spielberg has done,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show steven spielberg movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find info on tom hanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show movies of zombies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cast and crew of movie the campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i need to know the release date of the movie barfi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
what s the language of moscow does not believe in tears,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
how many films directed by barbra streisand have been shot in the czech republic,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
movies from germany,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when was the release date for the movie resident evil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
show me house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show producers who work for miramax,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
find rated r movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bring up spanish movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spanish movie listing,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i would like to see will ferrell movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
which company produced the terminator,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
is iron man 3 in theatres yet,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
show me movies about zombies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
list uk movies,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me pg thirteen movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
find time travel movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
find the director for pretty woman,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please show me info on the movie life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
list cast and crew in july,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find movies from canada,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movie ratings,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who directed finding nemo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
